Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,JP Sales Text,NA Sales,Other Sales,User Count,User Score
Action,Resident Evil: Revelations 2,XOne,Capcom,M,2015,22,75,0.02,0.11,0,$0 Million,0.08,0.01,107,7.5
Simulation,Kirarin * Revolution: Kira Kira Idol Audition,DS,Konami Digital Entertainment,,2006,,,0,0.11,0.11,$0 Million,0,0,,
Misc,Rock Band: Metal Track Pack,Wii,MTV Games,T,2009,,,0,0.11,0,$0 Million,0.1,0.01,,
Role-Playing,Ranma 1/2: Akanekodan Teki Hihou,SNES,TOHO,,1993,,,0,0.11,0.11,$0 Million,0,0,,
Strategy,SD Gundam G Generation Genesis,PSV,Namco Bandai Games,,2016,,,0,0.11,0.11,$0 Million,0,0,,
Action,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,THQ,,2011,,,0.03,0.11,0,$0 Million,0.07,0.01,,
Action,Planet 51,X360,Sega,E,2009,13,53,0.03,0.11,0,$0 Million,0.07,0.01,,
Fighting,BlazBlue: Continuum Shift II,3DS,PQube,T,2011,14,64,0.01,0.11,0.04,$0 Million,0.05,0.01,19,6.1
Sports,The BIGS,PSP,Take-Two Interactive,E,2007,9,72,0,0.11,0,$0 Million,0.1,0.01,,
Role-Playing,Tales of the World: Reve Unitia,3DS,Namco Bandai Games,,2014,,,0,0.11,0.11,$0 Million,0,0,,
Role-Playing,Mana Khemia: Student Alliance,PSP,Nippon Ichi Software,E10+,2008,19,41,0,0.11,0.03,$0 Million,0.06,0.01,37,5.3
Sports,Cabelas North American Adventures,X360,Activision,T,2010,5,51,0,0.11,0,$0 Million,0.1,0.01,4,9
Misc,Victory Zone,PS,Sony Computer Entertainment,,1995,,,0,0.11,0.1,$0 Million,0,0.01,,
Action,Rengoku: The Tower of Purgatory,PSP,Konami Digital Entertainment,M,2005,30,43,0,0.11,0,$0 Million,0.1,0.01,22,5.6
Misc,Cabelas Adventure Camp,PS3,Activision,E,2011,,,0.03,0.11,0,$0 Million,0.06,0.02,,
Sports,Goal Storm 97,PS,Konami Digital Entertainment,,1996,,,0,0.11,0.09,$0 Million,0.01,0.01,,
Puzzle,Bust-A-Move DS,DS,505 Games,E,2005,14,75,0.02,0.11,0,$0 Million,0.08,0.01,6,7
Simulation,Paws & Claws: Pet Resort,Wii,THQ,,2009,,,0,0.11,0,$0 Million,0.1,0.01,,
Strategy,Rome: Total War,PC,Activision,T,2004,58,92,0.09,0.11,0,$0 Million,0,0.02,1059,9.1
Action,Dynasty Warriors Advance,GBA,Nintendo,E,2005,22,56,0.03,0.11,0,$0 Million,0.08,0,,
Misc,Pachi-Slot Aruze Oukoku 3,PS,Aruze Corp,,2000,,,0,0.11,0.1,$0 Million,0,0.01,,
Sports,Tournament Pool,Wii,Destineer,E,2009,,,0,0.11,0,$0 Million,0.1,0.01,,
Misc,Rock Band Track Pack: Classic Rock,PS3,MTV Games,T,2009,,,0,0.11,0,$0 Million,0.1,0.01,,
Puzzle,Aqua Aqua,PS2,3DO,E,2000,14,79,0.04,0.11,0,$0 Million,0.05,0.01,,
Simulation,Dawn of Discovery,DS,Ubisoft,E,2009,11,82,0.03,0.11,0,$0 Million,0.07,0.01,7,7.3
Action,Samurai Warriors 4: Empires,PS4,Tecmo Koei,T,2015,29,71,0.01,0.11,0.06,$0 Million,0.03,0.01,17,6.7
Platform,Where the Wild Things Are,PS3,Warner Bros. Interactive Entertainment,E10+,2009,8,53,0.01,0.11,0,$0 Million,0.09,0.01,4,4.8
Action,Cats & Dogs: The Revenge of Kitty Galore,DS,505 Games,,2010,,,0,0.11,0,$0 Million,0.1,0.01,,
Platform,Mega Man Zero 4,GBA,Capcom,E,2005,17,77,0.03,0.11,0,$0 Million,0.08,0,21,9.1
Racing,NASCAR 14,PS3,Deep Silver,E,2014,7,67,0,0.11,0,$0 Million,0.09,0.02,20,4.6
Shooter,ArmA III,PC,Bohemia Interactive,M,2013,38,74,0.1,0.11,0,$0 Million,0,0.01,870,7.4
Sports,Black Bass with Blue Marlin,PS,Starfish,,1999,,,0.04,0.11,0,$0 Million,0.06,0.01,,
Role-Playing,Mega Man Battle Network 5: Double Team DS (JP sales),DS,Nintendo,,2005,,,0,0.11,0.11,$0 Million,0,0,,
Simulation,My Boyfriend,DS,DTP Entertainment,E10+,2008,,,0,0.11,0,$0 Million,0.1,0.01,,
Adventure,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,Aqua Plus,,2006,,,0,0.11,0.11,$0 Million,0,0,,
Sports,Tiger Woods PGA Tour 06,GC,Electronic Arts,E,2005,19,82,0.02,0.11,0,$0 Million,0.08,0,5,5.8
Sports,Hyper Formation Soccer,PS,Human Entertainment,,1995,,,0,0.11,0.1,$0 Million,0,0.01,,
Shooter,Jupiter Strike,PS,Acclaim Entertainment,,1994,,,0.04,0.11,0,$0 Million,0.06,0.01,,
Misc,Totally Spies! Totally Party,Wii,Ubisoft,,2008,,,0.01,0.11,0,$0 Million,0.09,0.01,,
Puzzle,Sudokuro,DS,Crave Entertainment,E,2007,,,0,0.11,0,$0 Million,0.1,0.01,,
Role-Playing,Saigo no Yakusoku no Monogatari,PSP,Unknown,,2011,,,0,0.11,0.11,$0 Million,0,0,,
Adventure,Metal Gear Solid Integral,PS,Konami Digital Entertainment,,1999,,,0,0.11,0.1,$0 Million,0,0.01,,
Puzzle,Tetris Evolution,X360,THQ,E,2007,21,52,0.02,0.11,0,$0 Million,0.08,0.01,,
Sports,FIFA World Cup Germany 2006,PSP,Electronic Arts,E,2006,15,72,0,0.11,0,$0 Million,0.1,0.01,8,7.3
Sports,Fit in Six,Wii,Ubisoft,E,2011,,,0,0.11,0,$0 Million,0.1,0.01,,
Shooter,Reign of Fire,GC,BAM! Entertainment,T,2002,9,54,0.02,0.11,0,$0 Million,0.08,0,7,5.9
Shooter,Sniper Elite,Wii,Reef Entertainment,M,2010,4,71,0.02,0.11,0,$0 Million,0.07,0.01,,
Action,Taiko no Tatsujin: V Version,PSV,Namco Bandai Games,,2015,,,0,0.11,0.11,$0 Million,0,0,,
Action,MegaTagmension Blanc + Neptune VS Zombies,PSV,Idea Factory International,,2015,,,0.01,0.11,0.06,$0 Million,0.03,0.01,,
Action,Naruto Shippuden: Naruto vs. Sasuke,DS,Takara Tomy,E10+,2008,7,64,0,0.11,0.03,$0 Million,0.07,0,,
Sports,Cabelas North American Adventures,PSP,Activision,T,2010,,,0,0.11,0,$0 Million,0.09,0.01,5,7.8
Shooter,Rogue Warrior,X360,Bethesda Softworks,M,2009,33,28,0.01,0.11,0,$0 Million,0.09,0.01,64,2.8
Action,Naruto Shippuden 3D: The New Era,3DS,505 Games,,2011,,,0.04,0.11,0.06,$0 Million,0,0.01,,
Racing,Ride,XOne,Milestone S.r.l.,E,2015,9,54,0.05,0.11,0,$0 Million,0.05,0.01,17,5.3
Adventure,Sakura Wars,DC,Sega,,2000,,,0,0.11,0.11,$0 Million,0,0,,
Misc,Jampack Volume 14 (RP-T),PS2,Sony Computer Entertainment,,2006,,,0.04,0.11,0,$0 Million,0.05,0.01,,
Sports,Pro Yakyuu Team o Tsukurou! 2,DS,Sega,,2009,,,0,0.11,0.11,$0 Million,0,0,,
Shooter,Mace Griffin: Bounty Hunter,X,Electronic Arts,M,2003,27,64,0.02,0.11,0,$0 Million,0.08,0,11,8.2
Racing,Woody Woodpecker Racing,PS,Konami Digital Entertainment,E,1999,4,46,0.04,0.11,0,$0 Million,0.06,0.01,,
Adventure,Martian Gothic: Unification,PS,Take-Two Interactive,M,2001,4,64,0.04,0.11,0,$0 Million,0.06,0.01,17,6.3
Role-Playing,Final Fantasy XII International Zodiac Job System,PS2,Square Enix,,2007,,,0,0.11,0.11,$0 Million,0,0,,
Adventure,The Hardy Boys: The Hidden Theft,Wii,The Adventure Company,E10+,2009,5,50,0.03,0.11,0,$0 Million,0.07,0.01,,
Fighting,Fight Clu,X,Vivendi Games,M,2004,29,37,0.02,0.11,0,$0 Million,0.08,0,13,4.7
Action,Tom Clancys Splinter Cell: Conviction,PC,Ubisoft,M,2010,20,83,0.08,0.11,0,$0 Million,0,0.02,675,5.2
Strategy,Carnage Heart,PS,Sony Computer Entertainment,,1995,,,0.01,0.11,0.09,$0 Million,0.01,0.01,,
Fighting,One Piece: Burning Blood,PSV,Namco Bandai Games,T,2016,4,62,0.02,0.11,0.08,$0 Million,0,0.01,11,7.8
Adventure,"Grand Theft Auto: Mission Pack #1, London 1969",PS,Take-Two Interactive,,1998,,,0.04,0.11,0,$0 Million,0.06,0.01,,
Fighting,Kamen Rider: Climax Heroes,PS2,Namco Bandai Games,,2009,,,0,0.11,0.11,$0 Million,0,0,,
Adventure,Robotics;Notes,PS3,5p,,2012,,,0,0.11,0.11,$0 Million,0,0,,
Misc,Disney Channel Collection Vol. 1,GBA,Disney Interactive Studios,,2004,,,0.03,0.11,0,$0 Million,0.08,0,,
Racing,Total Immersion Racing,PS2,Empire Interactive,E,2002,7,59,0.04,0.11,0,$0 Million,0.05,0.01,,
Role-Playing,Virtual Hydlide,SAT,Sega,,1995,,,0,0.11,0.11,$0 Million,0,0,,
Misc,Pinball Hall of Fame: The Williams Collection,3DS,Crave Entertainment,E10+,2011,5,67,0,0.11,0,$0 Million,0.1,0.01,8,7.3
Action,Warriors Orochi 3,PSP,Ubisoft Annecy,,2012,,,0,0.11,0.11,$0 Million,0,0,,
Racing,FlatOut: Ultimate Carnage,X360,Empire Interactive,T,2007,44,80,0.02,0.11,0,$0 Million,0.07,0.01,66,8.8
Shooter,Space Invaders,GBA,Activision,,2002,,,0.03,0.11,0,$0 Million,0.08,0,,
Role-Playing,Operation Abyss: New Tokyo Legacy,PSV,Nippon Ichi Software,M,2014,25,66,0,0.11,0.06,$0 Million,0.03,0.01,25,7.4
Action,Viewtiful Joe: Double Trouble!,DS,Capcom,,2005,,,0,0.11,0.01,$0 Million,0.08,0.01,,
Strategy,Digimon Digital Card Battle,PS,Namco Bandai Games,T,1999,5,51,0.04,0.11,0,$0 Million,0.06,0.01,44,9
Simulation,Petz Fashion: Dogz & Catz,DS,Ubisoft,,2009,,,0,0.11,0,$0 Million,0.1,0.01,,
Adventure,Harvey Birdman: Attorney at Law,PSP,Capcom,T,2008,19,62,0,0.11,0,$0 Million,0.09,0.01,9,8.2
Strategy,Stronghold Kingdoms,PC,DTP Entertainment,,2011,4,75,0.1,0.11,0,$0 Million,0,0.01,89,4.9
Sports,Kurokos Basketball: Miracle Game,PSP,Namco Bandai Games,,2012,,,0,0.11,0.11,$0 Million,0,0,,
Fighting,Aquapazza: Aquaplus Dream Match,PS3,Aqua Plus,T,2012,13,75,0,0.11,0.05,$0 Million,0.05,0.01,20,7.8
Sports,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,Konami Digital Entertainment,,2006,,,0,0.11,0.11,$0 Million,0,0,,
Strategy,Yuusha no Kuse ni Namaikida Or 3D,PSP,Sony Computer Entertainment,,2010,,,0,0.11,0.11,$0 Million,0,0,,
Fighting,Lucha Libre AAA: Heroes del Ring,PS3,Konami Digital Entertainment,T,2010,6,54,0,0.11,0,$0 Million,0.1,0.01,11,7.4
Shooter,Dead to Rights II,X,Electronic Arts,M,2005,35,54,0.02,0.11,0,$0 Million,0.08,0,5,7.4
Action,Hysteria Hospital: Emergency Ward,DS,Oxygen Interactive,E,2009,12,45,0,0.11,0,$0 Million,0.1,0.01,,
Platform,HOP,DS,505 Games,,2011,,,0.01,0.11,0,$0 Million,0.09,0.01,,
Shooter,Project: Horned Owl,PS,Sony Computer Entertainment,,1995,,,0.02,0.11,0.05,$0 Million,0.03,0.01,,
Adventure,Pac-Man and the Ghostly Adventures 2,X360,Namco Bandai Games,E10+,2014,7,60,0.04,0.11,0,$0 Million,0.05,0.01,10,6.5
Action,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,Namco Bandai Games,,2012,,,0,0.11,0.11,$0 Million,0,0,,
Simulation,Trauma Center: Under the Knife 2,DS,Atlus,T,2008,29,79,0,0.11,0,$0 Million,0.1,0.01,11,8.5
Role-Playing,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,Namco Bandai Games,,1995,,,0,0.11,0.11,$0 Million,0,0,,
Action,Busou Shinki: Battle Masters Mk. 2,PSP,Konami Digital Entertainment,,2011,,,0,0.11,0.11,$0 Million,0,0,,
Role-Playing,Etrian Odyssey II: Heroes of Lagaard,3DS,Atlus,,2014,,,0,0.11,0.11,$0 Million,0,0,,
Sports,Cabelas Dangerous Hunts 2,X,Activision,T,2005,4,63,0.02,0.11,0,$0 Million,0.08,0,,
Fighting,Fairy Tail: Portable Guild,PSP,Konami Digital Entertainment,,2010,,,0,0.11,0.11,$0 Million,0,0,,
Sports,Big League Sports: Summer,DS,Activision,E,2009,,,0,0.11,0,$0 Million,0.09,0.01,,
Role-Playing,Master of the Monster Lair,DS,Rising Star Games,E10+,2007,8,56,0,0.11,0,$0 Million,0.1,0.01,,
Simulation,SimCity 2000,GBA,Zoo Digital Publishing,E,2003,9,62,0.03,0.11,0,$0 Million,0.08,0,11,7.8
Sports,Brunswick Circuit Pro Bowling 2,PS,THQ,,2000,,,0.04,0.11,0,$0 Million,0.06,0.01,,
Adventure,D,PS,Acclaim Entertainment,,1995,,,0,0.11,0.1,$0 Million,0,0.01,,
Sports,Rocky Balboa,PSP,Ubisoft,T,2007,17,58,0.09,0.1,0,$0 Million,0.01,0.01,11,6.6
Misc,Rock Revolution,DS,Konami Digital Entertainment,E10+,2008,,,0,0.1,0,$0 Million,0.1,0.01,8,6.8
Action,X-Men: The Official Game,DS,Activision,E10+,2006,17,50,0,0.1,0,$0 Million,0.1,0.01,6,7.8
Role-Playing,"Sakura Wars: So Long, My Love",Wii,Ackkstudios,T,2010,30,75,0.04,0.1,0,$0 Million,0.05,0.01,31,7.3
Action,Kamen Rider: Battride War II,PS3,Namco Bandai Games,,2014,,,0,0.1,0.1,$0 Million,0,0,,
Misc,Ennichi no Tatsujin,Wii,Namco Bandai Games,,2006,,,0,0.1,0.1,$0 Million,0,0,,
Action,Pro Evolution Soccer 2014,PC,Konami Digital Entertainment,E,2013,9,74,0.1,0.1,0,$0 Million,0,0.01,241,4.4
Role-Playing,Wizardry VI: Bane of the Cosmic Forge,SNES,ASCII Entertainment,,1995,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Power Pocket Koushien,DS,Konami Digital Entertainment,,2005,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Pro Yaky? Spirits 2010,PS2,Konami Digital Entertainment,,2010,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Gravity Games Bike: Street Vert Dirt,PS2,Midway Games,T,2002,12,24,0.04,0.1,0,$0 Million,0.05,0.01,27,4.1
Sports,Top Spin,PS2,Take-Two Interactive,E,2005,28,67,0.04,0.1,0,$0 Million,0.05,0.01,12,7.8
Sports,Derby Stallion P,PSP,Enterbrain,,2006,,,0,0.1,0.1,$0 Million,0,0,,
Misc,Family Feud: 2012 Edition,X360,Ubisoft,E10+,2011,4,47,0,0.1,0,$0 Million,0.1,0.01,6,5.3
Action,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,,2012,,,0,0.1,0.1,$0 Million,0,0,,
Fighting,UFC: Tapout 2,X,Capcom,T,2003,14,66,0.02,0.1,0,$0 Million,0.08,0,4,7.3
Role-Playing,Sacred 3,PS3,Deep Silver,M,2014,13,56,0.04,0.1,0.03,$0 Million,0.03,0.01,46,3.4
Adventure,The Book of Unwritten Tales,PC,HMH Interactive,T,2009,32,82,0.08,0.1,0,$0 Million,0,0.02,144,8.2
Simulation,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami Digital Entertainment,,2007,,,0,0.1,0.1,$0 Million,0,0,,
Misc,Science Papa,DS,Activision,E,2009,,,0.01,0.1,0,$0 Million,0.09,0.01,,
Action,The Godfather: Mob Wars,PSP,Electronic Arts,M,2006,34,59,0,0.1,0,$0 Million,0.09,0.01,16,7.9
Misc,My First Dollhouse,DS,505 Games,E,2010,,,0,0.1,0,$0 Million,0.1,0.01,,
Simulation,Dreamer Series: Top Model,DS,DreamCatcher Interactive,,2009,,,0,0.1,0,$0 Million,0.1,0.01,,
Adventure,American Girl: Julie Finds a Way,DS,THQ,E,2007,,,0,0.1,0,$0 Million,0.1,0.01,,
Sports,Jikkyou Powerful Pro Yakyuu 10,GC,Konami Digital Entertainment,,2003,,,0,0.1,0.1,$0 Million,0,0,,
Racing,Ski-Doo Snowmobile Challenge,PS3,PQube,E,2009,,,0,0.1,0,$0 Million,0.1,0.01,,
Platform,Vexx,X,Acclaim Entertainment,T,2003,21,70,0.02,0.1,0,$0 Million,0.08,0,10,8.5
Racing,F1 Career Challenge,PS2,Electronic Arts,E,2003,15,70,0.04,0.1,0,$0 Million,0.05,0.01,15,7.7
Action,Fatal Frame 2: Wii Edition,Wii,Nintendo,,2012,,,0,0.1,0.1,$0 Million,0,0,,
Misc,Patapon 2,PSP,Sony Computer Entertainment,E,2008,49,81,0.03,0.1,0.06,$0 Million,0,0.01,62,8.3
Action,Pariah,X,Hip Interactive,M,2005,52,70,0.02,0.1,0,$0 Million,0.08,0,19,7.4
Misc,Yoostar2,PS3,YooStar Entertainment Group Inc.,T,2011,15,54,0.04,0.1,0,$0 Million,0.04,0.02,,
Misc,World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision,,2006,,,0,0.1,0,$0 Million,0.1,0.01,,
Sports,Cabelas Outdoor Adventures,X,Zoo Digital Publishing,T,2005,,,0.02,0.1,0,$0 Million,0.08,0,,
Shooter,Metal Slug 3,X,Ignition Entertainment,T,2004,56,76,0.02,0.1,0,$0 Million,0.08,0,15,5.1
Racing,Motocross Mania 3,PS2,Take-Two Interactive,T,2004,,,0.04,0.1,0,$0 Million,0.05,0.01,,
Misc,Sumikko Gurashi: Mura o Tsukurundesu,3DS,Nippon Columbia,,2016,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Pro Yakyuu Famista DS 2009,DS,Namco Bandai Games,,2009,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Winning Eleven: Pro Evolution Soccer 2007,X360,Konami Digital Entertainment,E,2006,22,79,0,0.1,0,$0 Million,0.09,0.01,33,6.5
Racing,Banjo-Pilot,GBA,THQ,E,2005,22,68,0.03,0.1,0,$0 Million,0.07,0,9,5.9
Action,The First Templar,X360,Kalypso Media,T,2011,21,52,0.04,0.1,0,$0 Million,0.06,0.01,26,6.3
Sports,Gallop Racer 2006,PS2,Tecmo Koei,E,2005,15,69,0.02,0.1,0.06,$0 Million,0.02,0.01,8,8.3
Action,Terraria,PSV,Screenlife,T,2013,17,85,0.01,0.1,0.09,$0 Million,0,0,112,7.8
Role-Playing,Digimon Story: Lost Evolution,DS,Namco Bandai Games,,2010,,,0,0.1,0.1,$0 Million,0,0,,
Platform,Frogger: Ancient Shadow,PS2,Konami Digital Entertainment,E,2005,17,54,0.04,0.1,0,$0 Million,0.05,0.01,5,4
Misc,Princess Debut,DS,Cave,E,2008,6,71,0,0.1,0,$0 Million,0.1,0.01,7,7.4
Platform,Despicable Me: The Game,PS2,D3Publisher,,2010,,,0.04,0.1,0,$0 Million,0.05,0.01,,
Shooter,Metal Arms: Glitch in the System,GC,Vivendi Games,T,2003,30,83,0.02,0.1,0,$0 Million,0.08,0,20,8.9
Action,Tom Clancys Splinter Cell: Chaos Theory,GC,Ubisoft,M,2005,28,81,0.02,0.1,0,$0 Million,0.08,0,16,8.5
Misc,The Bachelor: The Videogame,Wii,Warner Bros. Interactive Entertainment,,2010,,,0,0.1,0,$0 Million,0.1,0.01,,
Shooter,Disney's Chicken Little: Ace In Action,Wii,Disney Interactive Studios,E10+,2006,8,72,0,0.1,0,$0 Million,0.09,0.01,,
Adventure,Escape From Monkey Island,PS2,LucasArts,T,2001,21,84,0.04,0.1,0,$0 Million,0.05,0.01,12,8.3
Action,Happy Feet Two,DS,Warner Bros. Interactive Entertainment,E,2011,,,0.01,0.1,0,$0 Million,0.08,0.01,,
Action,The Lord of the Rings: Conquest,DS,Electronic Arts,E10+,2009,9,61,0.01,0.1,0,$0 Million,0.09,0.01,6,7.8
Action,Power Rangers: Super Legends,DS,Disney Interactive Studios,,2007,,,0.02,0.1,0,$0 Million,0.08,0.01,,
Racing,Mickeys Speedway USA (weekly JP sales),N64,Nintendo,,2000,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Imagine: Soccer Captain,DS,Ubisoft,E,2009,,,0,0.1,0,$0 Million,0.1,0.01,,
Misc,Brain Quest: Grades 5 & 6,DS,Electronic Arts,,2008,,,0,0.1,0,$0 Million,0.1,0.01,,
Misc,Who Wants to Be a Millionaire: 3rd Edition,Wii,Ubisoft,E,2010,,,0,0.1,0,$0 Million,0.1,0.01,,
Action,Puss in Boots,DS,THQ,E,2011,,,0.01,0.1,0,$0 Million,0.08,0.01,,
Adventure,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,Sony Computer Entertainment,,2006,,,0,0.1,0.1,$0 Million,0,0,,
Role-Playing,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Atlus,,2014,,,0.02,0.1,0,$0 Million,0.07,0.01,,
Action,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,THQ,,2011,,,0.03,0.1,0,$0 Million,0.06,0.01,,
Shooter,Macross 30: Ginga o Tsunagu Utagoe,PS3,Namco Bandai Games,,2013,,,0,0.1,0.1,$0 Million,0,0,,
Action,Kidou Senshi Gundam UC,PS3,Namco Bandai Games,,2012,,,0,0.1,0.1,$0 Million,0,0,,
Sports,Gretzky NHL,PSP,Sony Computer Entertainment,E,2005,23,61,0,0.1,0,$0 Million,0.1,0.01,10,7.4
Racing,Corvette Evolution GT,DS,Black Bean Games,E,2008,,,0,0.1,0,$0 Million,0.1,0.01,,
Misc,Momotarou Dentetsu 16,Wii,Hudson Soft,,2007,,,0,0.1,0.1,$0 Million,0,0,,
Simulation,Dropship: United Peace Force,PS2,Sony Computer Entertainment,T,2002,17,78,0.04,0.1,0,$0 Million,0.05,0.01,10,8.6
Strategy,Medieval II: Total War,PC,Sega,T,2006,39,88,0.09,0.1,0,$0 Million,0,0.02,654,8.9
Racing,Road Rash: Jailbreak,GBA,Zoo Digital Publishing,T,2003,15,78,0.03,0.1,0,$0 Million,0.07,0,24,9
Strategy,Thrillville: Off the Rails,PSP,LucasArts,E10+,2007,7,72,0,0.1,0,$0 Million,0.09,0.01,24,0.6
Platform,Cloudy With a Chance of Meatballs,PS3,Ubisoft,E,2009,9,66,0.01,0.1,0,$0 Million,0.09,0.01,5,6
Action,Syberia,X,Microids,T,2003,17,72,0.02,0.1,0,$0 Million,0.08,0,5,7
Sports,G1 Jockey 3,PS2,THQ,E,2002,12,71,0.01,0.1,0.07,$0 Million,0.02,0,10,9
Action,The Voice,WiiU,Activision,,2014,,,0,0.1,0,$0 Million,0.09,0.01,,
Adventure,Barbie in The 12 Dancing Princesses,DS,Activision,E,2007,,,0.01,0.1,0,$0 Million,0.09,0.01,,
Sports,Family Fun Football,Wii,Tecmo Koei,E,2009,,,0,0.1,0,$0 Million,0.1,0.01,,
Sports,Atsumare! Power Pro Kun no DS Koushien,DS,Konami Digital Entertainment,,2006,,,0,0.1,0.1,$0 Million,0,0,,
Shooter,Revolution X,PS,Acclaim Entertainment,,1995,,,0.04,0.1,0,$0 Million,0.06,0.01,,
Puzzle,Exit DS,DS,Square Enix,E,2008,25,64,0,0.1,0.01,$0 Million,0.09,0.01,6,6.7
Role-Playing,Little Battlers eXperience W,3DS,Level 5,,2013,,,0,0.1,0.1,$0 Million,0,0,,
Action,Thief (2014),PC,Square Enix,,2014,,,0.09,0.1,0,$0 Million,0,0.01,,
Action,Blades of Time,X360,Konami Digital Entertainment,M,2012,23,52,0.02,0.1,0,$0 Million,0.07,0.01,30,6.5
Role-Playing,Riviera: The Promised Land,GBA,Sting,T,2004,26,76,0.03,0.1,0,$0 Million,0.07,0,22,8.8
Puzzle,Gem Quest: 4 Elements,DS,Mastertronic,E,2011,,,0.05,0.1,0,$0 Million,0.05,0.01,,
Role-Playing,Yggdra Union: Well Never Fight Alone,PSP,Sting,T,2008,17,73,0,0.1,0.04,$0 Million,0.05,0.01,18,7.9
Simulation,Top Gun: Combat Zones,GBA,Mastiff,,2004,,,0.03,0.1,0,$0 Million,0.07,0,,
Misc,"Sesame Street: Ready, Set, Grover!",Wii,Warner Bros. Interactive Entertainment,,2011,,,0,0.1,0,$0 Million,0.1,0.01,,
Simulation,Brooktown High: Senior Year,PSP,Konami Digital Entertainment,T,2007,25,51,0,0.1,0,$0 Million,0.09,0.01,,
Fighting,Bujingai: The Forsaken City,PS2,505 Games,T,2003,28,72,0.04,0.1,0,$0 Million,0.05,0.01,14,7.5
Misc,Doko Demo Issho,PSP,Sony Computer Entertainment,,2004,,,0,0.1,0.1,$0 Million,0,0,,
Action,Universe at War: Earth Assault,X360,Sega,T,2008,44,66,0.01,0.1,0,$0 Million,0.09,0.01,57,8.3
Sports,Football Manager 2014,PSV,Sega,,2013,,,0.08,0.1,0,$0 Million,0,0.02,,
Adventure,Beyond Good & Evil,X,Ubisoft,,2003,,,0.02,0.1,0,$0 Million,0.08,0,,
Sports,Pro Evolution Soccer 2016,X360,Konami Digital Entertainment,E,2015,,,0.05,0.1,0,$0 Million,0.05,0.01,35,7
Action,Death By Degrees,PS2,Sony Computer Entertainment,M,2005,45,51,0.04,0.1,0,$0 Million,0.05,0.01,24,6.2
Fighting,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,Atlus,,1995,,,0,0.1,0.1,$0 Million,0,0.01,,
Action,Samurai Warriors Chronicles 2nd,3DS,Ubisoft Annecy,,2012,,,0,0.1,0.1,$0 Million,0,0,,
Strategy,Vandal Hearts II,PS,Konami Digital Entertainment,,1999,,,0.04,0.1,0,$0 Million,0.06,0.01,,
Action,JU-ON: The Grudge,Wii,Rising Star Games,M,2009,32,39,0.01,0.1,0.01,$0 Million,0.07,0.01,34,5.6
Adventure,Toaru Majutsu no Index,PSP,Kadokawa Shoten,,2011,,,0,0.1,0.1,$0 Million,0,0,,
Adventure,WireWay,DS,Konami Digital Entertainment,E,2009,9,62,0,0.1,0,$0 Million,0.1,0.01,,
Shooter,Resident Evil 6,PS4,Capcom,M,2016,19,60,0,0.1,0.01,$0 Million,0.08,0.02,100,6.7
Adventure,How to Train Your Dragon 2,PS3,Little Orbit,E10+,2014,,,0.06,0.1,0,$0 Million,0.03,0.02,,
Action,Astro Boy: The Video Game,DS,D3Publisher,E,2009,9,34,0,0.1,0,$0 Million,0.09,0.01,,
Misc,Uta no Prince-Sama: Music,PSP,Broccoli,,2011,,,0,0.1,0.1,$0 Million,0,0,,
Misc,UNO / Skip-Bo / UNO Freefall,DS,Zoo Digital Publishing,E,2006,5,59,0,0.1,0,$0 Million,0.1,0.01,,
Strategy,Culdcept DS,DS,Sega,,2008,,,0,0.1,0.1,$0 Million,0,0,,
Racing,NASCAR The Game: Inside Line,X360,Activision,E,2012,7,72,0,0.1,0,$0 Million,0.09,0.01,27,3.4
Action,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,D3Publisher,,2015,,,0,0.1,0.1,$0 Million,0,0,,
Racing,Colin McRae Rally 04,X,Codemasters,E,2004,33,84,0.02,0.1,0,$0 Million,0.08,0,19,8.1
Racing,Yu-Gi-Oh! 5Ds Wheelie Breakers,Wii,Konami Digital Entertainment,,2009,,,0.01,0.1,0,$0 Million,0.09,0.01,,
Simulation,The Idolmaster: Platinum Stars,PS4,Namco Bandai Games,,2016,,,0,0.1,0.1,$0 Million,0,0,,
